"","Gene Symbol","Representative miRNA"
"3440371","KLF4","hsa-miR-6759-5p"
"3440372","KLF4","hsa-miR-7156-5p"
"3440373","KLF4","hsa-miR-4677-5p"
"3440374","KLF4","hsa-miR-6083"
"3440375","KLF4","hsa-miR-491-3p"
"3440376","KLF4","hsa-miR-3942-3p"
"3440377","KLF4","hsa-miR-670-3p"
"3440378","KLF4","hsa-miR-3074-5p"
"3440379","KLF4","hsa-miR-7152-5p"
"3440380","KLF4","hsa-miR-6809-3p"
"3440381","KLF4","hsa-miR-4743-3p"
"3440382","KLF4","hsa-miR-4652-3p"
"3440383","KLF4","hsa-miR-6875-3p"
"3440384","KLF4","hsa-miR-4659a-3p"
"3440385","KLF4","hsa-miR-510-3p"
"3440386","KLF4","hsa-miR-5004-3p"
"3440387","KLF4","hsa-miR-450a-1-3p"
"3440388","KLF4","hsa-miR-3674"
"3440389","KLF4","hsa-miR-6739-3p"
"3440390","KLF4","hsa-miR-6885-3p"
"3440391","KLF4","hsa-miR-7850-5p"
"3527056","LAMP3","hsa-miR-208b-3p"
"3527057","LAMP3","hsa-miR-16-5p"
"3527058","LAMP3","hsa-miR-20b-5p"
"3527059","LAMP3","hsa-miR-375"
"3527060","LAMP3","hsa-miR-203a-3p.1"
"3527061","LAMP3","hsa-miR-3064-5p"
"3527062","LAMP3","hsa-miR-140-3p.2"
"3527063","LAMP3","hsa-miR-203a-3p.2"
"3527064","LAMP3","hsa-miR-142-5p"
"3527065","LAMP3","hsa-miR-139-5p"
"3527066","LAMP3","hsa-miR-138-5p"
"3527067","LAMP3","hsa-miR-520f-3p"
"3527068","LAMP3","hsa-miR-222-3p"
"3527069","LAMP3","hsa-miR-183-5p.2"
"3527070","LAMP3","hsa-miR-503-5p"
"3527071","LAMP3","hsa-miR-520b"
"3527072","LAMP3","hsa-miR-18a-5p"
"3527073","LAMP3","hsa-miR-199a-3p"
"3527074","LAMP3","hsa-miR-205-5p"
"3527075","LAMP3","hsa-miR-190b"
"3527076","LAMP3","hsa-miR-214-5p"
"3527077","LAMP3","hsa-miR-24-3p"
"3527078","LAMP3","hsa-miR-142-3p.1"
"3527079","LAMP3","hsa-miR-499a-5p"
"3527080","LAMP3","hsa-miR-124-3p.2"
"3527081","LAMP3","hsa-miR-204-5p"
"3527082","LAMP3","hsa-miR-548bb-3p"
"3527083","LAMP3","hsa-miR-548j-3p"
"3527084","LAMP3","hsa-miR-548c-3p"
"3527085","LAMP3","hsa-miR-548e-5p"
"3527086","LAMP3","hsa-miR-548n"
"3527087","LAMP3","hsa-miR-4668-3p"
"3527088","LAMP3","hsa-miR-3662"
"3527089","LAMP3","hsa-miR-4282"
"3527090","LAMP3","hsa-miR-6771-3p"
"3527091","LAMP3","hsa-miR-7844-5p"
"3527092","LAMP3","hsa-miR-3133"
"3527093","LAMP3","hsa-miR-6835-3p"
"3527094","LAMP3","hsa-miR-548ab"
"3527095","LAMP3","hsa-miR-548l"
"3527096","LAMP3","hsa-miR-6507-3p"
"3527097","LAMP3","hsa-miR-548ah-5p"
"3527098","LAMP3","hsa-miR-4796-3p"
"3527099","LAMP3","hsa-miR-551b-5p"
"3527100","LAMP3","hsa-miR-1252-3p"
"3527101","LAMP3","hsa-miR-10a-3p"
"3527102","LAMP3","hsa-miR-495-3p"
"3527103","LAMP3","hsa-miR-7-1-3p"
"3527104","LAMP3","hsa-miR-1273d"
"3527105","LAMP3","hsa-miR-708-3p"
"3527106","LAMP3","hsa-miR-6507-5p"
"3527107","LAMP3","hsa-miR-4432"
"3527108","LAMP3","hsa-miR-8087"
"3527109","LAMP3","hsa-miR-3156-5p"
"3527110","LAMP3","hsa-miR-4662b"
"3527111","LAMP3","hsa-miR-6796-3p"
"3527112","LAMP3","hsa-miR-320e"
"3527113","LAMP3","hsa-miR-651-3p"
"3527114","LAMP3","hsa-miR-6816-3p"
"3527115","LAMP3","hsa-miR-541-5p"
"3527116","LAMP3","hsa-miR-4753-5p"
"3527117","LAMP3","hsa-miR-3184-3p"
"3527118","LAMP3","hsa-miR-1264"
"3527119","LAMP3","hsa-miR-519a-3p"
"3527120","LAMP3","hsa-miR-495-5p"
"3527121","LAMP3","hsa-miR-382-5p"
"3527122","LAMP3","hsa-miR-5583-3p"
"3527123","LAMP3","hsa-miR-34b-3p"
"3527124","LAMP3","hsa-miR-513b-3p"
"3527125","LAMP3","hsa-miR-409-3p"
"3527126","LAMP3","hsa-miR-33a-3p"
"3527127","LAMP3","hsa-miR-944"
"3527128","LAMP3","hsa-miR-4760-3p"
"3527129","LAMP3","hsa-miR-5571-5p"
"3527130","LAMP3","hsa-miR-7849-3p"
"3527131","LAMP3","hsa-miR-8485"
"3527132","LAMP3","hsa-miR-4643"
"3527133","LAMP3","hsa-miR-6856-3p"
"3527134","LAMP3","hsa-miR-5580-3p"
"3527135","LAMP3","hsa-miR-181c-3p"
"3527136","LAMP3","hsa-miR-660-5p"
"3527137","LAMP3","hsa-miR-3200-3p"
"3527138","LAMP3","hsa-miR-3680-5p"
"3527139","LAMP3","hsa-miR-3145-5p"
"3527140","LAMP3","hsa-miR-508-5p"
"3527141","LAMP3","hsa-miR-4714-5p"
"3527142","LAMP3","hsa-miR-514a-5p"
"3527143","LAMP3","hsa-miR-5003-3p"
"3527144","LAMP3","hsa-miR-5680"
"3527145","LAMP3","hsa-miR-4773"
"3527146","LAMP3","hsa-miR-5197-3p"
"3527147","LAMP3","hsa-miR-5586-3p"
"3527148","LAMP3","hsa-miR-577"
"3527149","LAMP3","hsa-miR-548p"
"3527150","LAMP3","hsa-miR-646"
"3527151","LAMP3","hsa-miR-6165"
"3527152","LAMP3","hsa-miR-449b-3p"
"3527153","LAMP3","hsa-miR-6858-3p"
"3527154","LAMP3","hsa-miR-575"
"3527155","LAMP3","hsa-miR-6769a-3p"
"3527156","LAMP3","hsa-miR-3614-3p"
"3527157","LAMP3","hsa-miR-4496"
"3527158","LAMP3","hsa-miR-6511a-5p"
"3527159","LAMP3","hsa-miR-4419b"
"3527160","LAMP3","hsa-miR-6760-5p"
"3527161","LAMP3","hsa-miR-4739"
"3527162","LAMP3","hsa-miR-6757-5p"
"3527163","LAMP3","hsa-miR-6895-5p"
"3527164","LAMP3","hsa-miR-296-3p"
"3527165","LAMP3","hsa-miR-8062"
"3527166","LAMP3","hsa-miR-648"
"3527167","LAMP3","hsa-miR-3168"
"3527168","LAMP3","hsa-miR-6874-3p"
"3527169","LAMP3","hsa-miR-5584-3p"
"3527170","LAMP3","hsa-miR-3163"
"3527171","LAMP3","hsa-miR-369-3p"
"3527172","LAMP3","hsa-miR-5692b"
"3527173","LAMP3","hsa-miR-8076"
"3527174","LAMP3","hsa-miR-656-3p"
"3527175","LAMP3","hsa-miR-7151-5p"
"3527176","LAMP3","hsa-miR-1285-5p"
"3527177","LAMP3","hsa-miR-4686"
"3527178","LAMP3","hsa-miR-532-5p"
"3527179","LAMP3","hsa-miR-4728-3p"
"3527180","LAMP3","hsa-miR-1246"
"3527181","LAMP3","hsa-miR-3675-5p"
"3527182","LAMP3","hsa-miR-4657"
"3527183","LAMP3","hsa-miR-299-3p"
"3527184","LAMP3","hsa-miR-4781-3p"
"3527185","LAMP3","hsa-miR-4307"
"3527186","LAMP3","hsa-miR-6504-3p"
"3527187","LAMP3","hsa-miR-126-5p"
"3527188","LAMP3","hsa-miR-4272"
"3527189","LAMP3","hsa-miR-3613-3p"
"3527190","LAMP3","hsa-miR-330-3p"
"3527191","LAMP3","hsa-miR-3973"
"3527192","LAMP3","hsa-miR-4762-5p"
"3527193","LAMP3","hsa-miR-105-5p"
"3527194","LAMP3","hsa-miR-335-5p"
"3527195","LAMP3","hsa-miR-6826-5p"
"3527196","LAMP3","hsa-miR-4733-3p"
"3527197","LAMP3","hsa-miR-3622a-3p"
"3527198","LAMP3","hsa-miR-6765-3p"
"3527199","LAMP3","hsa-miR-3614-5p"
"3527200","LAMP3","hsa-miR-6500-3p"
"3527201","LAMP3","hsa-miR-759"
"3527202","LAMP3","hsa-miR-545-3p"
"3527203","LAMP3","hsa-miR-383-3p"
"3527204","LAMP3","hsa-miR-922"
"3527205","LAMP3","hsa-miR-5685"
"3527206","LAMP3","hsa-miR-5690"
"3527207","LAMP3","hsa-miR-5000-3p"
"3527208","LAMP3","hsa-miR-4768-3p"
"3527209","LAMP3","hsa-miR-4459"
"3527210","LAMP3","hsa-miR-4433a-3p"
"3527211","LAMP3","hsa-miR-4742-5p"
"3527212","LAMP3","hsa-miR-6715b-5p"
"3527213","LAMP3","hsa-miR-4514"
"3527214","LAMP3","hsa-miR-125a-3p"
"3527215","LAMP3","hsa-miR-622"
"3527216","LAMP3","hsa-miR-935"
"3527217","LAMP3","hsa-miR-584-3p"
"3527218","LAMP3","hsa-miR-4277"
"3527219","LAMP3","hsa-miR-4328"
"3527220","LAMP3","hsa-miR-4793-5p"
"3527221","LAMP3","hsa-miR-4289"
"3527222","LAMP3","hsa-miR-6849-3p"
"3527223","LAMP3","hsa-miR-665"
"3527224","LAMP3","hsa-miR-885-5p"
"3527225","LAMP3","hsa-miR-1247-3p"
"3527226","LAMP3","hsa-miR-339-5p"
"3527227","LAMP3","hsa-miR-340-3p"
"3527228","LAMP3","hsa-miR-4324"
"3527229","LAMP3","hsa-miR-544b"
"3527230","LAMP3","hsa-miR-3690"
"3527231","LAMP3","hsa-miR-4254"
"3527232","LAMP3","hsa-miR-6742-3p"
"3527233","LAMP3","hsa-miR-6734-3p"
"3527234","LAMP3","hsa-miR-3667-3p"
"3527235","LAMP3","hsa-miR-1915-5p"
"3527236","LAMP3","hsa-miR-6499-5p"
"3527237","LAMP3","hsa-miR-4744"
"3527238","LAMP3","hsa-miR-4509"
"3527239","LAMP3","hsa-miR-138-1-3p"
"3527240","LAMP3","hsa-miR-8067"
"3527241","LAMP3","hsa-miR-645"
"3527242","LAMP3","hsa-miR-1284"
"3527243","LAMP3","hsa-miR-616-5p"
"3527244","LAMP3","hsa-miR-371a-5p"
"3527245","LAMP3","hsa-miR-372-5p"
"3527246","LAMP3","hsa-miR-4797-3p"
"3527247","LAMP3","hsa-miR-4264"
"3527248","LAMP3","hsa-miR-6758-3p"
"3527249","LAMP3","hsa-miR-519d-5p"
"3527250","LAMP3","hsa-miR-5695"
"3527251","LAMP3","hsa-miR-766-3p"
"3527252","LAMP3","hsa-miR-520f-5p"
"3527253","LAMP3","hsa-miR-517-5p"
"3527254","LAMP3","hsa-miR-1251-5p"
"3527255","LAMP3","hsa-miR-6845-3p"
"3527256","LAMP3","hsa-miR-3921"
"3527257","LAMP3","hsa-miR-6515-3p"
"3527258","LAMP3","hsa-miR-4766-5p"
"3527259","LAMP3","hsa-miR-4539"
"3527260","LAMP3","hsa-miR-4649-3p"
"3527261","LAMP3","hsa-miR-7162-3p"
"3527262","LAMP3","hsa-miR-29a-5p"
"3527263","LAMP3","hsa-miR-4772-3p"
"3527264","LAMP3","hsa-miR-2276-3p"
"3527265","LAMP3","hsa-miR-6817-5p"
"3527266","LAMP3","hsa-miR-3128"
"3527267","LAMP3","hsa-miR-6868-5p"
"3527268","LAMP3","hsa-miR-4720-5p"
"3527269","LAMP3","hsa-miR-3190-5p"
"3527270","LAMP3","hsa-miR-3922-3p"
"3527271","LAMP3","hsa-miR-664a-5p"
"3527272","LAMP3","hsa-miR-149-5p"
"3527273","LAMP3","hsa-miR-6776-5p"
"3527274","LAMP3","hsa-miR-4774-5p"
"3527275","LAMP3","hsa-miR-3137"
"3527276","LAMP3","hsa-miR-20b-3p"
"3527277","LAMP3","hsa-miR-676-5p"
"3527278","LAMP3","hsa-miR-643"
"3527279","LAMP3","hsa-miR-627-3p"
"3527280","LAMP3","hsa-miR-4738-3p"
"3527281","LAMP3","hsa-miR-1252-5p"
"3527282","LAMP3","hsa-miR-605-3p"
"3527283","LAMP3","hsa-miR-4493"
"3527284","LAMP3","hsa-miR-7515"
"3527285","LAMP3","hsa-miR-4795-5p"
"3527286","LAMP3","hsa-miR-1180-5p"
"3527287","LAMP3","hsa-miR-4725-5p"
"3527288","LAMP3","hsa-miR-6831-3p"
"3527289","LAMP3","hsa-miR-4522"
"3527290","LAMP3","hsa-miR-1253"
"3527291","LAMP3","hsa-miR-4693-3p"
"3527292","LAMP3","hsa-miR-2114-3p"
"3527293","LAMP3","hsa-miR-3928-3p"
"3527294","LAMP3","hsa-miR-6087"
"3527295","LAMP3","hsa-miR-485-5p"
"3527296","LAMP3","hsa-miR-3126-5p"
"3527297","LAMP3","hsa-miR-4419a"
"3527298","LAMP3","hsa-miR-7854-3p"
"3527299","LAMP3","hsa-miR-6134"
"3527300","LAMP3","hsa-miR-377-5p"
"3527301","LAMP3","hsa-miR-5702"
"3527302","LAMP3","hsa-miR-4745-5p"
"3527303","LAMP3","hsa-miR-574-5p"
"3527304","LAMP3","hsa-miR-4424"
"3527305","LAMP3","hsa-miR-3682-3p"
"3527306","LAMP3","hsa-miR-219b-5p"
"3527307","LAMP3","hsa-miR-8064"
"3527308","LAMP3","hsa-miR-298"
"3527309","LAMP3","hsa-miR-4722-5p"
"3527310","LAMP3","hsa-miR-5189-3p"
"3527311","LAMP3","hsa-miR-4252"
"3527312","LAMP3","hsa-miR-4755-3p"
"3527313","LAMP3","hsa-miR-4749-3p"
"3527314","LAMP3","hsa-miR-661"
"3527315","LAMP3","hsa-miR-6811-3p"
"3527316","LAMP3","hsa-miR-4297"
"3527317","LAMP3","hsa-miR-658"
"3527318","LAMP3","hsa-miR-187-5p"
"3527319","LAMP3","hsa-miR-548v"
"3527320","LAMP3","hsa-miR-6847-3p"
"3527321","LAMP3","hsa-miR-6502-5p"
"3527322","LAMP3","hsa-miR-3194-3p"
"3527323","LAMP3","hsa-miR-7160-5p"
"3527324","LAMP3","hsa-miR-6882-3p"
"3527325","LAMP3","hsa-miR-133a-5p"
"3527326","LAMP3","hsa-miR-6131"
"3527327","LAMP3","hsa-miR-3148"
"3527328","LAMP3","hsa-miR-6124"
"3527329","LAMP3","hsa-miR-4261"
"3527330","LAMP3","hsa-miR-4533"
"3527331","LAMP3","hsa-miR-3202"
"3527332","LAMP3","hsa-miR-711"
"3527333","LAMP3","hsa-miR-659-5p"
"3527334","LAMP3","hsa-miR-5703"
"3527335","LAMP3","hsa-miR-6081"
"3527336","LAMP3","hsa-miR-766-5p"
"3527337","LAMP3","hsa-miR-7154-3p"
"3527338","LAMP3","hsa-miR-765"
"3527339","LAMP3","hsa-miR-6894-5p"
"3527340","LAMP3","hsa-miR-4653-3p"
"3527341","LAMP3","hsa-miR-5191"
"3527342","LAMP3","hsa-miR-4791"
"3527343","LAMP3","hsa-miR-4763-3p"
"3527344","LAMP3","hsa-miR-4736"
"3527345","LAMP3","hsa-miR-3926"
"3527346","LAMP3","hsa-miR-25-5p"
"3527347","LAMP3","hsa-miR-4284"
"3527348","LAMP3","hsa-miR-6822-3p"
"3527349","LAMP3","hsa-miR-760"
"3527350","LAMP3","hsa-miR-6762-3p"
"3527351","LAMP3","hsa-miR-6878-5p"
"3527352","LAMP3","hsa-miR-7106-5p"
"3527353","LAMP3","hsa-miR-149-3p"
"3527354","LAMP3","hsa-miR-6799-5p"
"3527355","LAMP3","hsa-miR-5187-5p"
"3527356","LAMP3","hsa-miR-6508-3p"
"3527357","LAMP3","hsa-miR-4489"
"3527358","LAMP3","hsa-miR-4283"
"3527359","LAMP3","hsa-miR-185-3p"
"3527360","LAMP3","hsa-miR-6745"
"3527361","LAMP3","hsa-miR-6756-5p"
"3527362","LAMP3","hsa-miR-1293"
"3527363","LAMP3","hsa-miR-4792"
"3527364","LAMP3","hsa-miR-3165"
"3527365","LAMP3","hsa-miR-6769b-5p"
"3527366","LAMP3","hsa-miR-323a-5p"
"3527367","LAMP3","hsa-miR-876-3p"
"3527368","LAMP3","hsa-miR-656-5p"
"3527369","LAMP3","hsa-miR-299-5p"
"3527370","LAMP3","hsa-miR-567"
"3527371","LAMP3","hsa-miR-505-3p.1"
"3527372","LAMP3","hsa-miR-616-3p"
"3527373","LAMP3","hsa-miR-4796-5p"
"3527374","LAMP3","hsa-miR-6895-3p"
"3527375","LAMP3","hsa-miR-593-3p"
"3527376","LAMP3","hsa-miR-4504"
"3527377","LAMP3","hsa-miR-1227-3p"
"3527378","LAMP3","hsa-miR-1271-3p"
"3527379","LAMP3","hsa-miR-3138"
"3527380","LAMP3","hsa-miR-4800-5p"
"3527381","LAMP3","hsa-miR-7847-3p"
"3527382","LAMP3","hsa-miR-6748-5p"
"3527383","LAMP3","hsa-miR-4536-5p"
"3527384","LAMP3","hsa-miR-6867-5p"
"3527385","LAMP3","hsa-miR-569"
"3527386","LAMP3","hsa-miR-642b-5p"
"3527387","LAMP3","hsa-miR-2117"
"3527388","LAMP3","hsa-miR-2116-5p"
"3527389","LAMP3","hsa-miR-22-5p"
"3527390","LAMP3","hsa-miR-6501-5p"
"3527391","LAMP3","hsa-miR-3143"
"3527392","LAMP3","hsa-miR-6892-5p"
"3527393","LAMP3","hsa-miR-524-5p"
"3527394","LAMP3","hsa-miR-4666a-5p"
"3527395","LAMP3","hsa-miR-4524a-5p"
"3527396","LAMP3","hsa-miR-4662a-5p"
"3527397","LAMP3","hsa-miR-3162-5p"
"3527398","LAMP3","hsa-miR-4474-5p"
"3527399","LAMP3","hsa-miR-374b-5p"
"3527400","LAMP3","hsa-miR-4789-5p"
"3527401","LAMP3","hsa-miR-3924"
"3527402","LAMP3","hsa-miR-4477a"
"3527403","LAMP3","hsa-miR-556-3p"
"3527404","LAMP3","hsa-miR-4795-3p"
"3527405","LAMP3","hsa-miR-5701"
"3527406","LAMP3","hsa-miR-7159-5p"
"3527407","LAMP3","hsa-miR-505-3p.2"
"3527408","LAMP3","hsa-miR-421"
"3527409","LAMP3","hsa-miR-377-3p"
"3527410","LAMP3","hsa-miR-452-3p"
"3527411","LAMP3","hsa-miR-433-3p"
"3527412","LAMP3","hsa-miR-1298-5p"
"3527413","LAMP3","hsa-miR-5696"
"3527414","LAMP3","hsa-miR-579-3p"
"3527415","LAMP3","hsa-miR-525-5p"
"3527416","LAMP3","hsa-miR-6720-5p"
"3527417","LAMP3","hsa-miR-7977"
"3527418","LAMP3","hsa-miR-670-5p"
"3527419","LAMP3","hsa-miR-623"
"3527420","LAMP3","hsa-miR-378a-5p"
"3527421","LAMP3","hsa-miR-502-5p"
"3527422","LAMP3","hsa-miR-425-3p"
"3527423","LAMP3","hsa-miR-4799-5p"
"3527424","LAMP3","hsa-miR-515-5p"
"3527425","LAMP3","hsa-miR-4684-5p"
"3527426","LAMP3","hsa-miR-4753-3p"
"3527427","LAMP3","hsa-miR-4727-5p"
"3527428","LAMP3","hsa-miR-1299"
"3527429","LAMP3","hsa-miR-516b-5p"
"3527430","LAMP3","hsa-miR-4782-5p"
"3527431","LAMP3","hsa-miR-6126"
"3527432","LAMP3","hsa-miR-6864-5p"
"3527433","LAMP3","hsa-miR-3616-5p"
"3527434","LAMP3","hsa-miR-5585-3p"
"3527435","LAMP3","hsa-miR-183-3p"
"3527436","LAMP3","hsa-miR-4452"
"3527437","LAMP3","hsa-miR-580-3p"
"3527438","LAMP3","hsa-miR-3915"
"3527439","LAMP3","hsa-miR-6834-5p"
"3527440","LAMP3","hsa-miR-937-5p"
"3527441","LAMP3","hsa-miR-4758-5p"
"3527442","LAMP3","hsa-miR-4658"
"3527443","LAMP3","hsa-miR-3161"
"3527444","LAMP3","hsa-miR-518a-5p"
"3527445","LAMP3","hsa-miR-192-3p"
"3527446","LAMP3","hsa-miR-5590-5p"
"3527447","LAMP3","hsa-miR-4659a-5p"
"3527448","LAMP3","hsa-miR-6514-3p"
"3527449","LAMP3","hsa-miR-8058"
"3527450","LAMP3","hsa-miR-1261"
"3527451","LAMP3","hsa-miR-7150"
"3527452","LAMP3","hsa-miR-548s"
"3527453","LAMP3","hsa-miR-8057"
"3527454","LAMP3","hsa-miR-6788-5p"
"3527455","LAMP3","hsa-miR-6779-5p"
"3527456","LAMP3","hsa-miR-4701-3p"
"3527457","LAMP3","hsa-miR-6843-3p"
"3527458","LAMP3","hsa-miR-487b-5p"
"3527459","LAMP3","hsa-miR-29b-2-5p"
"3527460","LAMP3","hsa-miR-135b-3p"
"3527461","LAMP3","hsa-miR-297"
"3527462","LAMP3","hsa-miR-6818-3p"
"3527463","LAMP3","hsa-miR-550b-2-5p"
"3527464","LAMP3","hsa-miR-2053"
"3527465","LAMP3","hsa-miR-7156-5p"
"3527466","LAMP3","hsa-miR-4677-5p"
"3527467","LAMP3","hsa-miR-302c-5p"
"3527468","LAMP3","hsa-miR-4477b"
"3527469","LAMP3","hsa-miR-374b-3p"
"3527470","LAMP3","hsa-miR-498"
"3527471","LAMP3","hsa-miR-3180-5p"
"3527472","LAMP3","hsa-miR-4755-5p"
"3527473","LAMP3","hsa-miR-4768-5p"
"3527474","LAMP3","hsa-miR-6809-3p"
"3527475","LAMP3","hsa-miR-4743-3p"
"3527476","LAMP3","hsa-miR-4652-3p"
"3527477","LAMP3","hsa-miR-578"
"3527478","LAMP3","hsa-miR-8081"
"3527479","LAMP3","hsa-miR-599"
"3527480","LAMP3","hsa-miR-4776-3p"
"3527481","LAMP3","hsa-miR-450a-1-3p"
"3527482","LAMP3","hsa-miR-3122"
"3527483","LAMP3","hsa-miR-887-5p"
"3527484","LAMP3","hsa-miR-6513-5p"
"3527485","LAMP3","hsa-miR-6739-3p"
"3527486","LAMP3","hsa-miR-7856-5p"
"3527487","LAMP3","hsa-miR-4446-5p"
"3527488","LAMP3","hsa-miR-335-3p"
"3531318","LAP3","hsa-miR-153-3p"
"3531319","LAP3","hsa-miR-203a-3p.1"
"3531320","LAP3","hsa-miR-208b-3p"
"3531321","LAP3","hsa-miR-499a-5p"
"3531322","LAP3","hsa-miR-26a-5p"
"3531323","LAP3","hsa-miR-203a-3p.2"
"3531324","LAP3","hsa-miR-33a-5p"
"3531325","LAP3","hsa-miR-548bb-3p"
"3531326","LAP3","hsa-miR-548c-3p"
"3531327","LAP3","hsa-miR-548az-5p"
"3531328","LAP3","hsa-miR-4668-3p"
"3531329","LAP3","hsa-miR-4282"
"3531330","LAP3","hsa-miR-548ah-5p"
"3531331","LAP3","hsa-miR-551b-5p"
"3531332","LAP3","hsa-miR-3646"
"3531333","LAP3","hsa-miR-513a-3p"
"3531334","LAP3","hsa-miR-641"
"3531335","LAP3","hsa-miR-4662a-3p"
"3531336","LAP3","hsa-miR-3910"
"3531337","LAP3","hsa-miR-519a-3p"
"3531338","LAP3","hsa-miR-148a-5p"
"3531339","LAP3","hsa-miR-495-5p"
"3531340","LAP3","hsa-miR-500a-5p"
"3531341","LAP3","hsa-miR-590-3p"
"3531342","LAP3","hsa-miR-3529-3p"
"3531343","LAP3","hsa-miR-7849-3p"
"3531344","LAP3","hsa-miR-4797-5p"
"3531345","LAP3","hsa-miR-376c-3p"
"3531346","LAP3","hsa-miR-942-3p"
"3531347","LAP3","hsa-miR-181c-3p"
"3531348","LAP3","hsa-miR-6782-3p"
"3531349","LAP3","hsa-miR-4714-5p"
"3531350","LAP3","hsa-miR-514a-5p"
"3531351","LAP3","hsa-miR-3664-5p"
"3531352","LAP3","hsa-miR-5586-3p"
"3531353","LAP3","hsa-miR-3942-5p"
"3531354","LAP3","hsa-miR-3908"
"3531355","LAP3","hsa-miR-449b-3p"
"3531356","LAP3","hsa-miR-4476"
"3531357","LAP3","hsa-miR-8062"
"3531358","LAP3","hsa-miR-5000-5p"
"3531359","LAP3","hsa-miR-3168"
"3531360","LAP3","hsa-miR-3976"
"3531361","LAP3","hsa-miR-3074-3p"
"3531362","LAP3","hsa-miR-2115-3p"
"3531363","LAP3","hsa-miR-501-5p"
"3531364","LAP3","hsa-miR-3200-5p"
"3531365","LAP3","hsa-miR-200b-5p"
"3531366","LAP3","hsa-miR-4495"
"3531367","LAP3","hsa-miR-379-3p"
"3531368","LAP3","hsa-miR-380-3p"
"3531369","LAP3","hsa-miR-4272"
"3531370","LAP3","hsa-miR-3613-3p"
"3531371","LAP3","hsa-miR-4762-5p"
"3531372","LAP3","hsa-miR-3922-5p"
"3531373","LAP3","hsa-miR-5697"
"3531374","LAP3","hsa-miR-4719"
"3531375","LAP3","hsa-miR-5003-5p"
"3531376","LAP3","hsa-miR-6501-3p"
"3531377","LAP3","hsa-miR-759"
"3531378","LAP3","hsa-miR-4328"
"3531379","LAP3","hsa-miR-4289"
"3531380","LAP3","hsa-miR-4729"
"3531381","LAP3","hsa-miR-153-5p"
"3531382","LAP3","hsa-miR-3121-5p"
"3531383","LAP3","hsa-miR-628-3p"
"3531384","LAP3","hsa-miR-325"
"3531385","LAP3","hsa-miR-3605-3p"
"3531386","LAP3","hsa-miR-146a-3p"
"3531387","LAP3","hsa-miR-4766-5p"
"3531388","LAP3","hsa-miR-6730-3p"
"3531389","LAP3","hsa-miR-3660"
"3531390","LAP3","hsa-miR-6719-3p"
"3531391","LAP3","hsa-miR-4682"
"3531392","LAP3","hsa-miR-6889-3p"
"3531393","LAP3","hsa-miR-302a-5p"
"3531394","LAP3","hsa-miR-4424"
"3531395","LAP3","hsa-miR-3145-3p"
"3531396","LAP3","hsa-miR-5689"
"3531397","LAP3","hsa-miR-7112-3p"
"3531398","LAP3","hsa-miR-4252"
"3531399","LAP3","hsa-miR-5699-5p"
"3531400","LAP3","hsa-miR-4758-3p"
"3531401","LAP3","hsa-miR-3189-5p"
"3531402","LAP3","hsa-miR-548v"
"3531403","LAP3","hsa-miR-6847-3p"
"3531404","LAP3","hsa-miR-103a-2-5p"
"3531405","LAP3","hsa-miR-629-5p"
"3531406","LAP3","hsa-miR-5087"
"3531407","LAP3","hsa-miR-124-5p"
"3531408","LAP3","hsa-miR-4326"
"3531409","LAP3","hsa-miR-4775"
"3531410","LAP3","hsa-miR-4724-3p"
"3531411","LAP3","hsa-miR-4766-3p"
"3531412","LAP3","hsa-miR-340-5p"
"3531413","LAP3","hsa-miR-361-5p"
"3531414","LAP3","hsa-miR-5701"
"3531415","LAP3","hsa-miR-539-3p"
"3531416","LAP3","hsa-miR-5696"
"3531417","LAP3","hsa-miR-5571-3p"
"3531418","LAP3","hsa-miR-7975"
"3531419","LAP3","hsa-miR-4799-5p"
"3531420","LAP3","hsa-miR-514b-5p"
"3531421","LAP3","hsa-miR-4256"
"3531422","LAP3","hsa-miR-6844"
"3531423","LAP3","hsa-miR-1178-3p"
"3531424","LAP3","hsa-miR-3977"
"3531425","LAP3","hsa-miR-6839-3p"
"3531426","LAP3","hsa-miR-6818-3p"
"3531427","LAP3","hsa-miR-6818-5p"
"3531428","LAP3","hsa-miR-147a"
"3531429","LAP3","hsa-miR-3658"
"3531430","LAP3","hsa-miR-325-3p"
"3531431","LAP3","hsa-miR-384"
"3531432","LAP3","hsa-miR-4762-3p"
"3531433","LAP3","hsa-miR-3674"
"3531434","LAP3","hsa-miR-7856-5p"
"3531435","LAP3","hsa-miR-30a-3p"
"3531436","LAP3","hsa-miR-6885-3p"
"3531437","LAP3","hsa-miR-5010-3p"
"3531438","LAP3","hsa-miR-335-3p"
"3980792","MMP1","hsa-miR-181a-5p"
"3980793","MMP1","hsa-miR-9-5p"
"3980794","MMP1","hsa-let-7d-5p"
"3980795","MMP1","hsa-miR-190a-5p"
"3980796","MMP1","hsa-miR-222-3p"
"3980797","MMP1","hsa-miR-153-3p"
"3980798","MMP1","hsa-miR-548c-3p"
"3980799","MMP1","hsa-miR-3662"
"3980800","MMP1","hsa-miR-548u"
"3980801","MMP1","hsa-miR-5692a"
"3980802","MMP1","hsa-miR-3121-3p"
"3980803","MMP1","hsa-miR-4803"
"3980804","MMP1","hsa-miR-4432"
"3980805","MMP1","hsa-miR-3156-5p"
"3980806","MMP1","hsa-miR-624-3p"
